id_natureza,codigo,glossario,nome,tipo_natureza,,
196,"Art. 218 B, § 2°, Inc. I do CPB",Incorre nas mesmas penas: I - quem pratica conjunção carnal ou outro ato libidinoso com alguém menor de 18 (dezoito) e maior de 14 (catorze) anos na situação descrita no caput deste artigo,true,true,,
197,"Art. 218 B, § 2°, Inc. II do CPB","Incorre nas mesmas penas:  II - o proprietário, o gerente ou o responsável pelo local em que se verifiquem as práticas referidas no caput deste artigo.            ",Concurso de agentes - Permite prática conjunção carnal ou ato libidinoso com  > 14 < 18 anos  ,Tipica,,
1531,Art. 218-A do CPB,"Praticar, na presença de alguém menor de 14 (catorze) anos, ou induzi-lo a presenciar, conjunção carnal ou outro ato libidinoso, a fim de satisfazer lascívia própria ou de outrem: (Incluído pela Lei nº 12.015, de 2009)",Satisfação de lascívia mediante presença de criança ou adolescente,Tipica,,
198,Art. 225 do CPB,"Nos crimes definidos nos Capítulos I e II deste Título, procede-se mediante ação penal pública condicionada à representação.    ",Ação penal pública condicionada à representação.    ,Tipica,,
199,Art. 225 Parágrafo único do CPB,"Procede-se, entretanto, mediante ação penal pública incondicionada se a vítima é menor de 18 (dezoito) anos ou pessoa vulnerável.    ",Ação penal pública incondicionada se vítima <18 anos ou pessoa vulnerável.    ,Tipica,,
200,"Art. 226, Inc. I do CPB","A pena é aumentada: I - de quarta parte, se o crime é cometido com o concurso de 2 (duas) ou mais pessoas;     ",Concurso de agentes - crime cometido com 2 ou + pessoas,false,,
201,"Art. 226, Inc. II do CPB","A pena é aumentada: de metade, se o agente é ascendente, padrasto ou madrasta, tio, irmão, cônjuge, companheiro, tutor, curador, preceptor ou empregador da vítima ou por qualquer outro título tem autoridade sobre ela;","Concurso de agentes - crime cometido por ascendente, descendente, colateral, ou qualquer outra autoridade sobre a vítima",Tipica,,
202,Art. 227 - Caput - do CPB,Induzir alguém a satisfazer a lascívia de outrem:,Mediação para servir a lascívia de outrem,Tipica,,
203,"Art. 227, § 1° do CPB","Induzir alguém a satisfazer a lascívia de outrem: e a vítima é maior de 14 (catorze) e menor de 18 (dezoito) anos, ou se o agente é seu ascendente, descendente, cônjuge ou companheiro, irmão, tutor ou curador ou pessoa a quem esteja confiada para fins de educação, de tratamento ou de guarda:","Mediação para servir a lascívia de outrem qualificada - vítima > 14 e < de 18 anos, agente ascendente, descendente, cônjuge, colateral ou que tenha ascendência sobre a vitima",Tipica,,
204,"Art. 227, § 2° do CPB","Induzir alguém a satisfazer a lascívia de outrem: Se o crime é cometido com emprego de violência, grave ameaça ou fraude:","Mediação para servir a lascívia de outrem qualificada: cometido com emprego de violência, grave ameaça ou fraude",Tipica,,
205,"Art. 227, § 3° do CPB","Se o crime é cometido com o fim de lucro, aplica-se também multa.","Mediação para servir a lascívia de outrem qualificada: crime cometido com emprego de violência, grave ameaça ou fraude - fim de lucro",Tipica,,
206,Art. 228 - Caput - do CPB,"Induzir ou atrair alguém à prostituição ou outra forma de exploração sexual, facilitá-la, impedir ou dificultar que alguém a abandone:",Favorecimento da prostituição ou outra forma de exploração sexual,Tipica,,
207,"Art. 228, § 1° do CPB","Se o agente é ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou se assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância: ",Favorecimento da prostituição ou outra forma de exploração sexual - forma qualificada - parentesco,Tipica,,
208,"Art. 228, § 2° do CPB","Se o crime, é cometido com emprego de violência, grave ameaça ou fraude:","Favorecimento da prostituição ou outra forma de exploração sexual - Forma qualificada emprego de violência, grave ameaça ou fraude:",Tipica,,
209,"Art. 228, § 3° do CPB","Se o crime é cometido com o fim de lucro, aplica-se também multa.","Favorecimento da prostituição ou outra forma de exploração sexual - Forma qualificada emprego de violência, grave ameaça ou fraude:",Tipica,,
210,Art. 229 do CPB,"Manter, por conta própria ou de terceiro, estabelecimento em que ocorra exploração sexual, haja, ou não, intuito de lucro ou mediação direta do proprietário ou gerente:",Manter Casa de prostituição,Tipica,,
693,"Art. 3°, alínea ""a"" da LEI 4.898/1965",Constitui abuso de autoridade qualquer atentado à liberdade de locomoção,false,Ativo,,
212,"Art. 230, § 1° do CPB","Se a vítima é menor de 18 (dezoito) e maior de 14 (catorze) anos ou se o crime é cometido por ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou por quem assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância: ",Rufianismo qualificado - vítima < 18 e > de 14 anos ou crime cometido por  quem tenha ascendência sobre a vítima,Tipica,,
213,"Art. 230, § 2° do CPB","Se o crime é cometido mediante violência, grave ameaça, fraude ou outro meio que impeça ou dificulte a livre manifestação da vontade da vítima:","Rufianismo qualificado - mediante violência, grave ameaça, fraude ou outro meio que impeça ou dificulte a livre manifestação da vontade da vítima",Tipica,,
214,Art. 231 - Caput - do CPB,"Promover ou facilitar a entrada, no território nacional, de alguém que nele venha a exercer a prostituição ou outra forma de exploração sexual, ou a saída de alguém que vá exercê-la no estrangeiro.",Tráfico internacional de pessoa para fim de exploração sexual,Tipica,,
221,Art. 231 A - Caput - do CPB,Promover ou facilitar o deslocamento de alguém dentro do território nacional para o exercício da prostituição ou outra forma de exploração sexual: ,Tráfico interno de pessoa para fim de exploração sexual ,Tipica,,
222,"Art. 231 A, § 1° do CPB","Incorre na mesma pena aquele que agenciar, aliciar, vender ou comprar a pessoa traficada, assim como, tendo conhecimento dessa condição, transportá-la, transferi-la ou alojá-la.","Tráfico interno de pessoa - Incorre na mesma pena quem agenciar, aliciar, vender ou comprar pessoa traficada, transportá-la, transferi-la ou alojá-la.",Tipica,,
223,"Art. 231 A, § 2°, Inc. I do CPB",A pena é aumentada da metade se: I - a vítima é < de 18 anos,false,Ativo,,
224,"Art. 231 A, § 2°, Inc. II do CPB","A pena é aumentada da metade se: II - possui enfermidade ou deficiência mental, não tendo discernimento para a prática do ato;",Tráfico interno de pessoa - vítima possui enfermidade ou deficiência mental,true,,
225,"Art. 231 A, § 2°, Inc. III do CPB","A pena é aumentada da metade se: III - se o agente é ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou se assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância;","Tráfico interno de pessoa - se o agente é ascendente, descendente, conjugue, colateral ou tenha ascendência sobre a vítima",Tipica,,
226,"Art. 231 A, § 2°, Inc. IV do CPB","A pena é aumentada da metade se: IV - há emprego de violência, grave ameaça ou fraude.","Tráfico interno de pessoa - emprego de violência, grave ameaça ou fraude.",Tipica,,
227,"Art. 231 A, § 3° do CPB","Se o crime é cometido com o fim de obter vantagem econômica, aplica-se também multa",Tráfico interno de pessoa - fim de obter vantagem econômica,Tipica,,
215,"Art. 231, § 1° do CPB","Incorre na mesma pena aquele que agenciar, aliciar ou comprar a pessoa traficada, assim como, tendo conhecimento dessa condição, transportá-la, transferi-la ou alojá-la.",Tráfico internacional de pessoa,Tipica,,
216,"Art. 231, § 2°, Inc. I do CPB",A pena é aumentada da metade se: I - a vítima é menor de 18 (dezoito) anos,false,true,,
217,"Art. 231, § 2°, Inc. II do CPB","A pena é aumentada da metade se: II - a vítima, por enfermidade ou deficiência mental, não tem o necessário discernimento para a prática do ato;",Tráfico internacional de pessoa - vítima com enfermidade ou deficiência mental,Tipica,,
218,"Art. 231, § 2°, Inc. III do CPB","A pena é aumentada da metade se: III - se o agente é ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou se assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância;","Tráfico internacional de pessoa - agente é aparentado, ou tem ascendência sobre a vitima",Tipica,,
219,"Art. 231, § 2°, Inc. IV do CPB","A pena é aumentada da metade se: IV - há emprego de violência, grave ameaça ou fraude.","Tráfico internacional de pessoa - emprego de violência, grave ameaça ou fraude.",Tipica,,
220,"Art. 231, § 3° do CPB","Se o crime é cometido com o fim de obter vantagem econômica, aplica-se também multa.",Tráfico internacional de pessoa - com o fim de obter vantagem econômica,Tipica,,
228,Art. 233 do CPB,"Praticar ato obsceno em lugar público, ou aberto ou exposto ao público:","Ato obsceno ""caput""",Tipica,,
229,Art. 234 - Caput - do CPB,"Fazer, importar, exportar, adquirir ou ter sob sua guarda, para fim de comércio, de distribuição ou de exposição pública, escrito, desenho, pintura, estampa ou qualquer objeto obsceno:",Escrito ou objeto obsceno,Tipica,,
233,"Art. 234 A, Inc. III do CPB","Nos crimes previstos neste Título a pena é aumentada: III - de metade, se do crime resultar gravidez; e ",Escrito ou objeto obsceno - Concurso de Agentes - realiza audição em lugar público,Tipica,,
234,"Art. 234 A, Inc. IV do CPB","Nos crimes previstos neste Título a pena é aumentada: IV - de um sexto até a metade, se o agente transmite à vitima doença sexualmente transmissível de que sabe ou deveria saber ser portador.",Escrito ou objeto obsceno - Concurso de Agentes - realiza audição em lugar público,Tipica,,
230,"Art. 234, Inc. I do CPB","Incorre na mesma pena quem: vende, distribui ou expõe à venda ou ao público qualquer dos objetos referidos neste artigo;",Escrito ou objeto obsceno - Concurso de Agentes - venda,Tipica,,
231,"Art. 234, Inc. II do CPB","Incorre na mesma pena quem: realiza, em lugar público ou acessível ao público, representação teatral, ou exibição cinematográfica de caráter obsceno, ou qualquer outro espetáculo, que tenha o mesmo caráter;",Escrito ou objeto obsceno - Concurso de Agentes - representação teatral ou cinematográfica,Tipica,,
232,"Art. 234, Inc. III do CPB","Incorre na mesma pena quem: realiza, em lugar público ou acessível ao público, ou pelo rádio, audição ou recitação de caráter obsceno.",Escrito ou objeto obsceno - Concurso de Agentes - realiza audição em lugar público,Tipica,,
235,Art. 235 - Caput - do CPB,"Contrair alguém, sendo casado, novo casamento:",Bigamia simples,Tipica,,
1313,"Art. 235, § 1° do CPB","Contrair alguém, sendo casado, novo casamento - § 1º - Aquele que, não sendo casado, contrai casamento com pessoa casada, conhecendo essa circunstância, é punido com reclusão ou detenção, de um a três anos",Bigamia simples - Contrair casamento conhecendo a circunstância,Tipica,,
236,Art. 236 do CPB,"Contrair casamento, induzindo em erro essencial o outro contraente, ou ocultando-lhe impedimento que não seja casamento anterior:",Induzimento a erro essencial e ocultação de impedimento,Tipica,,
237,Art. 237 do CPB,"Contrair casamento, conhecendo a existência de impedimento que lhe cause a nulidade absoluta:",Conhecimento prévio de impedimento,Tipica,,
238,Art. 238 do CPB,Atribuir-se falsamente autoridade para celebração de casamento:,Simulação de autoridade para celebração,Tipica,,
239,Art. 239 do CPB,Simular casamento mediante engano de outra pessoa:,Simulação de casamento,Tipica,,
354,"Art. 289, § 4° do CPB","Nas mesmas penas incorre quem desvia e faz circular moeda, cuja circulação não estava ainda autorizada.",Moeda Falsa - circulação não autorizada,Tipica,,
243,Art. 244 - Caput - do CPB,"Deixar, sem justa causa, de prover a subsistência do cônjuge, ou de filho menor de 18 (dezoito) anos ou inapto para o trabalho, ou de ascendente inválido ou maior de 60 (sessenta) anos, não lhes proporcionando os recursos necessários ou faltando ao pagamento de pensão alimentícia judicialmente acordada, fixada ou majorada; deixar, sem justa causa, de socorrer descendente ou ascendente, gravemente enfermo: ",Abandono material,Tipica,,
244,Art. 244 Parágrafo único do CPB,"Nas mesmas penas incide quem, sendo solvente, frustra ou ilide, de qualquer modo, inclusive por abandono injustificado de emprego ou função, o pagamento de pensão alimentícia judicialmente acordada, ",Abandono material - frustração de pagamento,Tipica,,
245,Art. 245 - Caput - do CPB,Entregar filho menor de 18 (dezoito) anos a pessoa em cuja companhia saiba ou deva saber que o menor fica moral ou materialmente em perigo:,Entrega de filho menor a pessoa inidônea,Tipica,,
246,"Art. 245, § 1° do CPB","A pena é de 1 (um) a 4 (quatro) anos de reclusão, se o agente pratica delito para obter lucro, ou se o menor é enviado para o exterior.",Entrega de filho menor a pessoa inidônea - obtenção de lucro,Tipica,,
247,"Art. 245, § 2° do CPB","Incorre, também, na pena do parágrafo anterior quem, embora excluído o perigo moral ou material, auxilia a efetivação de ato destinado ao envio de menor para o exterior, com o fito de obter lucro. ",Entrega de filho menor a pessoa inidônea - sem exposição a perigo - finalidade lucro,Tipica,,
248,Art. 246 do CPB,"Deixar, sem justa causa, de prover à instrução primária de filho em idade escolar:",Abandono intelectual,Tipica,,
249,Art. 247 Inc. I do CPB,"Permitir alguém que menor de dezoito anos, sujeito a seu poder ou confiado à sua guarda ou vigilância: I - frequente casa de jogo ou mal afamada, ou conviva com pessoa viciosa ou de má vida;",Abandono intelectual - Permitir que <18 anos frequente casa ou pessoa mal afamada,Tipica,,
250,Art. 247 Inc. II do CPB,"Permitir alguém que menor de dezoito anos, sujeito a seu poder ou confiado à sua guarda ou vigilância: II - frequente espetáculo capaz de pervertê-lo ou de ofender-lhe o pudor, ou participe de representação de igual natureza;",Abandono intelectual - Permitir que <18 anos frequente ou participe de espetáculo teatral ou cinematográfico,Tipica,,
251,Art. 247 Inc. III do CPB,"Permitir alguém que menor de dezoito anos, sujeito a seu poder ou confiado à sua guarda ou vigilância: III - resida ou trabalhe em casa de prostituição;",Abandono intelectual - Permitir que <18 anos resida ou trabalhe em casa de prostituição,Tipica,,
252,Art. 247 Inc. IV do CPB,"Permitir alguém que menor de dezoito anos, sujeito a seu poder ou confiado à sua guarda ou vigilância: IV - mendigue ou sirva a mendigo para excitar a comiseração pública:",Abandono intelectual - Permitir que <18 anos mendigue ou sirva a mendigo,Tipica,,
253,Art. 248 do CPB,"Induzir menor de dezoito anos, ou interdito, a fugir do lugar em que se acha por determinação de quem sobre ele exerce autoridade, em virtude de lei ou de ordem judicial; confiar a outrem sem ordem do pai, do tutor ou do curador algum menor de dezoito anos ou interdito, ou deixar, sem justa causa, de entregá-lo a quem legitimamente o reclame:","Induzimento a fuga, entrega arbitrária ou sonegação de incapazes",Tipica,,
254,Art. 249 do CPB,Subtrair menor de dezoito anos ou interdito ao poder de quem o tem sob sua guarda em virtude de lei ou de ordem judicial:,Subtração de incapazes,Tipica,,
255,Art. 250 - Caput - do CPB,"Causar incêndio, expondo a perigo a vida, a integridade física ou o patrimônio de outrem:",Incêndio simples,Tipica,,
256,"Art. 250, § 1°, Inc. I do CPB",As penas aumentam-se de um terço: se o crime é cometido com intuito de obter vantagem pecuniária em proveito próprio ou alheio,false,true,,
257,"Art. 250, § 1°, Inc. II alínea ""a"" do CPB",As penas aumentam-se de um terço: Se o incêndio é: a) em casa habitada ou destinada a habitação,Incêndio em edificações,Tipica,,
1314,"Art. 250, § 1°, Inc. II alínea ""b"" do CPB",As penas aumentam-se de um terço: Se o incêndio é:  b) em edifício público ou destinado a uso público ou a obra de assistência social ou de cultura,Incêndio em edifício público,Tipica,,
258,"Art. 250, § 1°, Inc. II alínea ""c"" do CPB","As penas aumentam-se de um terço: Se o incêndio é: c) em embarcação, aeronave, comboio ou veículo de transporte coletivo;","Incêndio em embarcação, aeronave, comboio ou veiculo de transporte coletivo",Tipica,,
259,"Art. 250, § 1°, Inc. II alínea ""d"" do CPB",As penas aumentam-se de um terço: Se o incêndio é: d) em estação ferroviária ou aeródromo,false,true,,
260,"Art. 250, § 1°, Inc. II alínea ""e"" do CPB","As penas aumentam-se de um terço: Se o incêndio é: e) em estaleiro, fábrica ou oficina","Incêndio em estaleiro, fabrica, oficina e depósitos de explosivos e combustíveis",Tipica,,
1315,"Art. 250, § 1°, Inc. II alínea ""f"" do CPB","As penas aumentam-se de um terço: Se o incêndio é:  f) em depósito de explosivo, combustível ou inflamável",Incêndio em depósito de explosivos,Tipica,,
261,"Art. 250, § 1°, Inc. II alínea ""g"" do CPB",As penas aumentam-se de um terço: Se o incêndio é: g) em poço petrolífero ou galeria de mineração,false,true,,
262,"Art. 250, § 1°, Inc. II alínea ""h"" do CPB","As penas aumentam-se de um terço: Se o incêndio é: h) em lavoura, pastagem, mata ou floresta.","Incêndio em lavoura, pastagem, mata ou floresta",Tipica,,
1104,,,Conflito de Tutela/Curatela,Atipica,,
1131,,,Morte natural,Atipica,,
264,Art. 251 - Caput - do CPB,"Expor a perigo a vida, a integridade física ou o patrimônio de outrem, mediante explosão, arremesso ou simples colocação de engenho de dinamite ou de substância de efeitos análogos:",Explosão,Tipica,,
265,"Art. 251, § 1° do CPB",Se a substância utilizada não é dinamite ou explosivo de efeitos análogos:,Explosão - substância diversa de dinamite,Tipica,,
266,"Art. 251, § 2°, primeira parte do CPB","As penas aumentam-se de um terço, se ocorre qualquer das hipóteses previstas no § 1º, I, do artigo anterior (se o crime é cometido com intuito de obter vantagem pecuniária em proveito próprio ou alheio)",Explosão - Não dinamite - intuito de obter vantagem pecuniária em proveito próprio ou alheio,Tipica,,
269,"Art. 251, § 2°, quarta parte do CPB","As penas aumentam-se de um terço, se ocorre qualquer das hipóteses previstas no § 1º, I, do artigo anterior, ou é visada ou atingida qualquer das coisas enumeradas no nº II do mesmo parágrafo ( nº II do parágrafo 1º. do artigo anterior - letra d) em estação ferroviária ou aeródromo; )",Explosão - Não dinamite - em estação ferroviária ou aeroporto,Tipica,,
267,"Art. 251, § 2°, segunda parte do CPB","As penas aumentam-se de um terço, se ocorre qualquer das hipóteses previstas no § 1º, I, do artigo anterior, ou é visada ou atingida qualquer das coisas enumeradas no nº II do mesmo parágrafo ( nº II do parágrafo 1º. do artigo anterior - a) em casa habitada ou destinada a habitação; b) em edifício público ou destinado a uso público ou a obra de assistência social ou de cultura; c) em embarcação, aeronave, comboio ou veículo de transporte coletivo; d) em estação ferroviária ou aeródromo; e) em estaleiro, fábrica ou oficina; f) em depósito de explosivo, combustível ou inflamável; g) em poço petrolífero ou galeria de mineração; h) em lavoura, pastagem, mata ou floresta.",Explosão - Não dinamite - em edificações,Tipica,,
272,"Art. 251, § 2°, sétima parte do CPB","As penas aumentam-se de um terço, se ocorre qualquer das hipóteses previstas no § 1º, I, do artigo anterior, ou é visada ou atingida qualquer das coisas enumeradas no nº II do mesmo parágrafo ( nº II do parágrafo 1º. do artigo anterior - letra h) em lavoura, pastagem, mata ou floresta.)","Explosão - Não dinamite - em lavoura, pastagem, mata ou floresta",Tipica,,
271,"Art. 251, § 2°, sexta parte do CPB","As penas aumentam-se de um terço, se ocorre qualquer das hipóteses previstas no § 1º, I, do artigo anterior, ou é visada ou atingida qualquer das coisas enumeradas no nº II do mesmo parágrafo ( nº II do parágrafo 1º. do artigo anterior - letra g) em poço petrolífero ou galeria de mineração;)",Explosão - Não dinamite - em poço petrolífero ou galeria de mineração,Tipica,,
268,"Art. 251, § 2°, terceira parte do CPB","As penas aumentam-se de um terço, se ocorre qualquer das hipóteses previstas no § 1º, I, do artigo anterior, ou é visada ou atingida qualquer das coisas enumeradas no nº II do mesmo parágrafo ( nº II do parágrafo 1º. do artigo anterior - letra c) em embarcação, aeronave, comboio ou veículo de transporte coletivo; )","Explosão - Não dinamite - em embarcação, aeronave, comboio ou veiculo de transporte coletivo",Tipica,,
270,"Art. 251, § 2°,quinta parte do CPB","As penas aumentam-se de um terço, se ocorre qualquer das hipóteses previstas no § 1º, I, do artigo anterior, ou é visada ou atingida qualquer das coisas enumeradas no nº II do mesmo parágrafo ( nº II do parágrafo 1º. do artigo anterior - letras e) em estaleiro, fábrica ou oficina; f) em depósito de explosivo, combustível ou inflamável;","Explosão - Não dinamite - em estaleiro, fabrica, oficina e depósitos de explosivos e combustíveis",Tipica,,
273,"Art. 251, § 3°, primeira parte do CPB","No caso de culpa, se a explosão é de dinamite ou substância de efeitos análogos, a pena é de detenção, de 6 (seis) meses a 2 (dois) anos;",Explosão - Modalidade Culposa,Tipica,,
274,"Art. 251, § 3°, segunda parte do CPB","No caso de culpa, se a explosão NÃO é de dinamite ou substância de efeitos análogos, a pena é de detenção, de 3 (três) meses a 1 (um) ano.",Explosão - Modalidade Culposa,Tipica,,
275,Art. 252 - Caput - do CPB,"Expor a perigo a vida, a integridade física ou o patrimônio de outrem, usando de gás tóxico ou asfixiante:",Uso de gás tóxico ou asfixiante - caput,Tipica,,
276,Art. 252 Parágrafo único do CPB,Se o crime é culposo:,Uso de gás tóxico ou asfixiante - modalidade culposa,Tipica,,
277,Art. 253 do CPB,"Fabricar, fornecer, adquirir, possuir ou transportar, sem licença da autoridade, substância ou engenho explosivo, gás tóxico ou asfixiante, ou material destinado à sua fabricação:","Fabrico, fornecimento, aquisição posse ou transporte de explosivos ou gás tóxico, ou asfixiante",Tipica,,
278,Art. 254,"Causar inundação, expondo a perigo a vida, a integridade física ou o patrimônio de outrem:","Inundação ""Caput""",Tipica,,
279,"Art. 254, segunda parte do CPB","Causar inundação, expondo a perigo a vida, a integridade física ou o patrimônio de outrem:",Inundação - Modalidade Culposa,Tipica,,
280,Art. 255 do CPB,"Remover, destruir ou inutilizar, em prédio próprio ou alheio, expondo a perigo a vida, a integridade física ou o patrimônio de outrem, obstáculo natural ou obra destinada a impedir inundação:",Perigo de inundação,Tipica,,
281,Art. 256 - Caput - do CPB,"Causar desabamento ou desmoronamento, expondo a perigo a vida, a integridade física ou o patrimônio de outrem:",Desabamento ou desmoronamento,Tipica,,
282,"Art. 256, Parágrafo único do CPB",Se o crime é culposo:,Desabamento ou desmoronamento - modalidade culposa,Tipica,,
283,Art. 257 do CPB,"Subtrair, ocultar ou inutilizar, por ocasião de incêndio, inundação, naufrágio, ou outro desastre ou calamidade, aparelho, material ou qualquer meio destinado a serviço de combate ao perigo, de socorro ou salvamento; ou impedir ou dificultar serviço de tal natureza:","Subtração, ocultação ou inutilização de material de salvamento",Tipica,,
401,Art. 304 do CPB,"Fazer uso de qualquer dos papéis falsificados ou alterados, a que se referem os arts. 297 a 302:",Uso de documento falso,Tipica,,
1132,,,Suicídio,Atipica,,
308,Art. 268 - Caput - do CPB,"Infringir determinação do poder público, destinada a impedir introdução ou propagação de doença contagiosa:",Infração de medida sanitária preventiva,Tipica,,
284,Art. 259 - Caput - do CPB,"Difundir doença ou praga que possa causar dano a floresta, plantação ou animais de utilidade econômica:","Difusão de doença ou praga na flora, plantação ou animais de utilidade econômica",Tipica,,
1505,,,Cumprimento de mandado - Busca e apreensão de objetos,Atipica,,
285,Art. 259 Parágrafo único do CPB,"Difundir doença ou praga que possa causar dano a floresta, plantação ou animais de utilidade econômica: Parágrafo único - No caso de culpa, a pena é de detenção, de um a seis meses, ou multa.","Difusão de doença ou praga na flora, plantação ou animais de utilidade econômica - Modalidade Culposa",Tipica,,
287,"Art. 260, § 1° do CPB",Se do fato resulta desastre:,Impedir ou perturbar serviço de estrada de ferro resultando desastre ferroviário,Tipica,,
288,"Art. 260, § 2° do CPB","No caso de culpa, ocorrendo desastre:",Impedir ou perturbar serviço de estrada de ferro resultando desastre ferroviário - modalidade culposa,Tipica,,
286,"Art. 260, Inc. I do CPB","Impedir ou perturbar serviço de estrada de ferro: I - destruindo, danificando ou desarranjando, total ou parcialmente, linha férrea, material rodante ou de tração, obra-de-arte ou instalação",Impedir ou perturbar serviço de estrada de ferro,Tipica,,
1284,"Art. 260, Inc. II do CPB",Impedir ou perturbar serviço de estrada de ferro: II - colocando obstáculo na linha,Impedir serviço de estrada de ferro - colocando obstáculo na linha,Tipica,,
1285,"Art. 260, Inc. III do CPB","Impedir ou perturbar serviço de estrada de ferro: III - transmitindo falso aviso acerca do movimento dos veículos ou interrompendo ou embaraçando o funcionamento de telégrafo, telefone ou radiotelegrafia",Impedir serviço de estrada de ferro - transmitindo falso aviso acerca do movimento dos veículos,Tipica,,
1286,"Art. 260, Inc. IV do CPB",Impedir ou perturbar serviço de estrada de ferro:  IV - praticando outro ato de que possa resultar desastre:,Impedir serviço de estrada de ferro - praticando outro ato de que possa resultar desastre,Tipica,,
289,Art. 261 - Caput - do CPB,"Expor a perigo embarcação ou aeronave, própria ou alheia, ou praticar qualquer ato tendente a impedir ou dificultar navegação marítima, fluvial ou aérea:","Atentado contra a segurança de transporte marítimo, fluvial ou aéreo",Tipica,,
290,"Art. 261, § 1° do CPB","Se do fato resulta naufrágio, submersão ou encalhe de embarcação ou a queda ou destruição de aeronave:","Sinistro em transporte marítimo, fluvial ou aéreo",Tipica,,
291,"Art. 261, § 2° do CPB","Aplica-se, também, a pena de multa, se o agente pratica o crime com intuito de obter vantagem econômica, para si ou para outrem.",Prática do crime com o fim de lucro,Tipica,,
292,"Art. 261, § 3° do CPB","No caso de culpa, se ocorre o sinistro:","Sinistro em transporte marítimo, fluvial ou aéreo - modalidade culposa",Tipica,,
293,Art. 262 - Caput - do CPB,"Expor a perigo outro meio de transporte público, impedir-lhe ou dificultar-lhe o funcionamento:",Atentado contra a segurança de outro meio de transporte,Tipica,,
294,"Art. 262, § 1° do CPB","Se do fato resulta desastre, a pena é de reclusão, de dois a cinco anos.",Atentado contra a segurança de outro meio de transporte - Resultado desastre,Tipica,,
295,"Art. 262, § 2° do CPB","No caso de culpa, se ocorre desastre:",Atentado contra a segurança de outro meio de transporte - Resultado desastre - Modalidade culposa,Tipica,,
296,Art. 264 - Caput - do CPB,"Arremessar projétil contra veículo, em movimento, destinado ao transporte público por terra, por água ou pelo ar:","Arremesso de projétil ""caput""",Tipica,,
297,"Art. 264 Parágrafo único, primeira parte do CPB","Se do fato resulta lesão corporal, a pena é de detenção, de 6 (seis) meses a 2 (dois) anos;",Arremesso de projétil - Aumento de pena - resultado lesão corporal,Tipica,,
298,"Art. 264 Parágrafo único, segunda parte do CPB","Se do fato resulta morte, a pena é a do art. 121, § 3º, aumentada de um terço.",Arremesso de projétil - Aumento de pena - resultado morte,Tipica,,
299,Art. 265 - Caput - do CPB,"Atentar contra a segurança ou o funcionamento de serviço de água, luz, força ou calor, ou qualquer outro de utilidade pública:",Atentado contra a segurança de serviço de utilidade pública,Tipica,,
300,Art. 265 Parágrafo único do CPB,"Aumentar-se-á a pena de 1/3 (um terço) até a metade, se o dano ocorrer em virtude de subtração de material essencial ao funcionamento dos serviços. ",Atentado contra a segurança de serviço de utilidade pública - Aumento de pena,Tipica,,
301,Art. 266 - Caput - do CPB,"Interromper ou perturbar serviço telegráfico, radiotelegráfico ou telefônico, impedir ou dificultar-lhe o restabelecimento:","Interrupção ou perturbação de serviço telegráfico, telefônico, informático, telemático ou de informação de utilidade pública ",Tipica,,
302,"Art. 266, § 1° do CPB","Incorre na mesma pena quem interrompe serviço telemático ou de informação de utilidade pública, ou impede ou dificulta-lhe o restabelecimento.    ","Interrupção ou perturbação de serviço telegráfico, telefônico, informático, telemático ou de informação de utilidade pública - Concurso de agente",Tipica,,
374,Art. 294 do CPB,"Fabricar, adquirir, fornecer, possuir ou guardar objeto especialmente destinado à falsificação de qualquer dos papéis referidos no artigo anterior:",Petrechos de falsificação,Tipica,,
303,"Art. 266, § 2° do CPB",2o  Aplicam-se as penas em dobro se o crime é cometido por ocasião de calamidade pública.  ,"Interrupção ou perturbação de serviço telegráfico, telefônico, informático, telemático ou de informação de utilidade pública - Aumento de Pena",Tipica,,
304,Art. 267 - Caput - do CPB,"Causar epidemia, mediante a propagação de germes patogênicos:","Epidemia ""caput""",Tipica,,
305,"Art. 267, § 1° do CPB","Se do fato resulta morte, a pena é aplicada em dobro.",Epidemia - aumento de pena - resultado morte,Tipica,,
306,"Art. 267, § 2°, primeira parte do CPB","No caso de culpa, a pena é de detenção, de um a dois anos",Epidemia - forma culposa,Tipica,,
307,"Art. 267, § 2°, segunda parte do CPB","No caso de culpa, se resulta morte, de dois a quatro anos.",Epidemia - forma culposa - resultado morte,Tipica,,
456,Art. 331 do CPB,Desacatar funcionário público no exercício da função ou em razão dela:,Desacato,Tipica,,
